   0.6000E+00   0.0000E+00   0.6698E+03   0.5333E+03   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.2813E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.2813E+00   0.0000E+00   0.4218E-02   0.3025E+00  -0.1026E-01  -0.3026E+00   0.0000E+00  -0.1422E+03  -0.1422E+03   0.0000E+00
   0.6000E+00   0.0000E+00   0.6698E+03   0.5333E+03   0.8000E+01   0.0000E+00   0.4205E+00   0.2426E+01   0.2250E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.3851E+00   0.2814E+00   0.1369E+01   0.1009E+00   0.3040E+00  -0.5261E-01  -0.3013E+00   0.0000E+00  -0.1422E+03  -0.1422E+03   0.0000E+00
   0.6000E+00   0.0000E+00   0.6698E+03   0.5333E+03   0.1600E+02   0.0000E+00   0.1618E+01   0.4864E+01  -0.1294E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.1591E+01   0.3217E+00   0.4946E+01   0.1986E+00   0.3055E+00  -0.9871E-01  -0.2961E+00   0.0000E+00  -0.1422E+03  -0.1422E+03   0.0000E+00
   0.1000E+01   0.0000E+00   0.1116E+04   0.1481E+04   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.3418E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.3418E+00   0.0000E+00  -0.7242E-02   0.2991E+00  -0.1034E-02  -0.2998E+00   0.0000E+00   0.2347E+03   0.2347E+03   0.0000E+00
   0.1000E+01   0.0000E+00   0.1116E+04   0.1481E+04   0.8000E+01   0.0000E+00   0.4717E+00   0.2440E+01   0.3352E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.4205E+00   0.3975E+00   0.1058E+01   0.1252E+00   0.3110E+00  -0.5910E-01  -0.3032E+00   0.0000E+00   0.2347E+03   0.2347E+03   0.0000E+00
   0.1000E+01   0.0000E+00   0.1116E+04   0.1481E+04   0.1600E+02   0.0000E+00   0.2011E+01   0.4977E+01   0.3158E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.1846E+01   0.8580E+00   0.2152E+01   0.2598E+00   0.3230E+00  -0.1227E+00  -0.3030E+00   0.0000E+00   0.2347E+03   0.2347E+03   0.0000E+00
   0.1500E+01   0.0000E+00   0.1674E+04   0.3333E+04   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.2213E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.2213E+00   0.0000E+00  -0.2623E-01   0.2838E+00   0.1438E-01  -0.2856E+00   0.0000E+00   0.3430E+03   0.1877E+03   0.0000E+00
   0.1500E+01   0.0000E+00   0.1674E+04   0.3333E+04   0.8000E+01   0.0000E+00   0.5487E+00   0.2389E+01   0.2136E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.5136E+00   0.2879E+00   0.1784E+01   0.1634E+00   0.3134E+00  -0.6888E-01  -0.2968E+00   0.0000E+00   0.3430E+03   0.1877E+03   0.0000E+00
   0.1500E+01   0.0000E+00   0.1674E+04   0.3333E+04   0.1600E+02   0.0000E+00   0.2638E+01   0.5016E+01   0.1924E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.2483E+01   0.9121E+00   0.2722E+01   0.3590E+00   0.3433E+00  -0.1610E+00  -0.3054E+00   0.0000E+00   0.3430E+03   0.1877E+03   0.0000E+00
   0.2300E+01   0.0000E+00   0.2567E+04   0.7836E+04   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.1767E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.1767E+00   0.0000E+00  -0.4267E-01   0.2572E+00   0.2698E-01  -0.2604E+00   0.0000E+00   0.5584E+03   0.3528E+03   0.0000E+00
   0.2300E+01   0.0000E+00   0.2567E+04   0.7836E+04   0.8000E+01   0.0000E+00   0.6627E+00   0.2258E+01   0.1713E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.6324E+00   0.2619E+00   0.2415E+01   0.2083E+00   0.3072E+00  -0.8327E-01  -0.2806E+00   0.0000E+00   0.5584E+03   0.3528E+03   0.0000E+00
   0.2300E+01   0.0000E+00   0.2567E+04   0.7836E+04   0.1600E+02   0.0000E+00   0.3386E+01   0.4918E+01   0.1562E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.3212E+01   0.1084E+01   0.2965E+01   0.4726E+00   0.3579E+00  -0.2066E+00  -0.2995E+00   0.0000E+00   0.5584E+03   0.3528E+03   0.0000E+00
   0.4630E+01   0.0000E+00   0.5168E+04   0.3176E+05   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.1020E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.1020E+00   0.0000E+00   0.5640E-01   0.2417E+00  -0.6438E-01  -0.2427E+00   0.0000E+00  -0.7397E+03  -0.8443E+03   0.0000E+00
