VARIABLES: MACH,ALTITUDE,SIDESLIP,DEL1,DEL2,DEL3,DEL4
           ROWS, TOTAL COLUMNS, COLUMNS OF DERIVATIVES
DATA: ALPHA     CN           CM           CA           CY          CLN          CLL          CNAD         CMAD         CNQ          CMQ          CAQ          CYQ          CLNQ         CLLQ         CNP          CMP          CAP          CYP          CLNP         CLLP         CNR          CMR          CAR          CYR          CLNR         CLLR
    0.60      0.0    0.00    0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
     3.0    27.0    20.0
 0.000E+00   0.0000E+00   0.0000E+00   0.4010E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.1777E+02   0.1559E+03  -0.6562E+02  -0.6400E+03   0.0000E+00   0.1000E-29   0.1000E-29   0.1000E-29   0.1000E-29   0.1000E-29   0.1000E-29   0.0000E+00   0.0000E+00   0.0000E+00   0.1000E-29   0.1000E-29   0.1000E-29  -0.6643E+02  -0.6400E+03   0.0000E+00
 0.800E+01   0.6220E+00   0.6353E+01   0.3921E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.1777E+02   0.1559E+03  -0.6562E+02  -0.6400E+03   0.0000E+00   0.1000E-29   0.1000E-29   0.1000E-29   0.1000E-29   0.1000E-29   0.1000E-29   0.0000E+00   0.0000E+00   0.0000E+00   0.1000E-29   0.1000E-29   0.1000E-29  -0.6643E+02  -0.6400E+03   0.0000E+00
 0.160E+02   0.1356E+01   0.1381E+02   0.3599E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.1777E+02   0.1559E+03  -0.6562E+02  -0.6400E+03   0.0000E+00   0.1000E-29   0.1000E-29   0.1000E-29   0.1000E-29   0.1000E-29   0.1000E-29   0.0000E+00   0.0000E+00   0.0000E+00   0.1000E-29   0.1000E-29   0.1000E-29  -0.6643E+02  -0.6400E+03   0.0000E+00
    1.00      0.0    0.00    0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
     3.0    27.0    20.0
 0.000E+00   0.0000E+00   0.0000E+00   0.5352E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.1781E+02   0.1758E+03  -0.6289E+02  -0.6977E+03   0.0000E+00   0.1000E-29   0.1000E-29   0.1000E-29   0.1000E-29   0.1000E-29   0.1000E-29   0.0000E+00   0.0000E+00   0.0000E+00   0.1000E-29   0.1000E-29   0.1000E-29  -0.6439E+02  -0.6977E+03   0.0000E+00
 0.800E+01   0.6460E+00   0.6592E+01   0.5308E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.1781E+02   0.1758E+03  -0.6289E+02  -0.6977E+03   0.0000E+00   0.1000E-29   0.1000E-29   0.1000E-29   0.1000E-29   0.1000E-29   0.1000E-29   0.0000E+00   0.0000E+00   0.0000E+00   0.1000E-29   0.1000E-29   0.1000E-29  -0.6439E+02  -0.6977E+03   0.0000E+00
 0.160E+02   0.1500E+01   0.1523E+02   0.5131E+00   0.0000E+00   0.0000E+00   0.0000E+00   0.1781E+02   0.1758E+03  -0.6289E+02  -0.6977E+03   0.0000E+00   0.1000E-29   0.1000E-29   0.1000E-29   0.1000E-29   0.1000E-29   0.1000E-29   0.0000E+00   0.0000E+00   0.0000E+00   0.1000E-29   0.1000E-29   0.1000E-29  -0.6439E+02  -0.6977E+03   0.0000E+00
    1.50      0.0    0.00    0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
     3.0    27.0    20.0
